Date,Order Id,Order Status,Customer Code,City,State,Product Name,Order quantity,Gross amount,Day,Month,Week,sku,Variant Name,Skin Tones,Category 2,Week Ending Date,Zone
09-08-2020,ORD-0001,DELIVERED,cust_code-16,Hathras,Uttar Pradesh,Mini Power Matte Lipcolour,1,75,9,8,32,LG-40-19,Mini Power Matte Lipcolour-Dive,Fair Tone&Medium Tone&Dusky Tone,Lips,09-08-2020,North
09-08-2020,ORD-0001,DELIVERED,cust_code-16,Hathras,Uttar Pradesh,Mini Power Matte Lipcolour,1,75,9,8,32,LG-40-8,Mini Power Matte Lipcolour-Coral Dream,Fair Tone&Medium Tone&Dusky Tone,Lips,09-08-2020,North
09-08-2020,ORD-0001,DELIVERED,cust_code-16,Hathras,Uttar Pradesh,Primer Matte Lipstick,1,80,9,8,32,L-24-A9,Primer Matte Lipstick-Pink Curve,Fair Tone&Medium Tone&Dusky Tone,Lips,09-08-2020,North
09-08-2020,ORD-0001,DELIVERED,cust_code-16,Hathras,Uttar Pradesh,Mini Power Matte Lipcolour,1,75,9,8,32,LG-40-3,Mini Power Matte Lipcolour-Divine Wine,Fair Tone&Medium Tone&Dusky Tone,Lips,09-08-2020,North
09-08-2020,ORD-0001,DELIVERED,cust_code-16,Hathras,Uttar Pradesh,Mini Power Matte Lipcolour,1,75,9,8,32,LG-40-7,Mini Power Matte Lipcolour-Satin Rose,Fair Tone&Medium Tone&Dusky Tone,Lips,09-08-2020,North
09-08-2020,ORD-0001,DELIVERED,cust_code-16,Hathras,Uttar Pradesh,Mini Power Matte Lipcolour,1,75,9,8,32,LG-40-14,Mini Power Matte Lipcolour-Sugar Plum,Fair Tone&Medium Tone&Dusky Tone,Lips,09-08-2020,North
09-08-2020,ORD-0002,DELIVERED,cust_code-19,Bagalkot,Karnataka,Colour Rich Lipstick,1,120,9,8,32,L-23-07,Colour Rich Lipstick-Pink Show,Fair Tone&Medium Tone&Dusky Tone,Lips,09-08-2020,South
09-08-2020,ORD-0004,DELIVERED,cust_code-22,New Delhi,Delhi,Primer Matte Lipstick,1,80,9,8,32,L-24-A16,Primer Matte Lipstick-Warm Nude,Fair Tone&Medium Tone&Dusky Tone,Lips,09-08-2020,North
09-08-2020,ORD-0004,DELIVERED,cust_code-22,New Delhi,Delhi,5 Toxic Free Nail Lacquer,1,60,9,8,32,DH-127-337,5 Toxic Free Nail Lacquer-Grey 337,Fair Tone&Medium Tone&Dusky Tone,Nails,09-08-2020,North
09-08-2020,ORD-0004,DELIVERED,cust_code-22,New Delhi,Delhi,Stay All Day Eyeliner,1,145,9,8,32,EL-43,Stay All Day Eyeliner,Fair Tone&Medium Tone&Dusky Tone,Eyes,09-08-2020,North
09-08-2020,ORD-0004,DELIVERED,cust_code-22,New Delhi,Delhi,Always On Matte Lipstick,1,80,9,8,32,L-21-A2,Always On Matte Lipstick-Nude Coffee,Fair Tone&Medium Tone&Dusky Tone,Lips,09-08-2020,North
09-08-2020,ORD-0004,DELIVERED,cust_code-22,New Delhi,Delhi,Colour Rich Lipstick,1,120,9,8,32,L-23-23,Colour Rich Lipstick-Celebrity Soon,Fair Tone&Medium Tone&Dusky Tone,Lips,09-08-2020,North
09-08-2020,ORD-0004,DELIVERED,cust_code-22,New Delhi,Delhi,Primer Matte Lipstick,1,80,9,8,32,L-24-A25,Primer Matte Lipstick-Marry Berry,Fair Tone&Medium Tone&Dusky Tone,Lips,09-08-2020,North
09-08-2020,ORD-0004,DELIVERED,cust_code-22,New Delhi,Delhi,Studio Nail Polish,1,80,9,8,32,DH-127 Studio-971,Studio Nail Polish-Shimmer Purple 971,Fair Tone&Medium Tone&Dusky Tone,Nails,09-08-2020,North
09-08-2020,ORD-0004,DELIVERED,cust_code-22,New Delhi,Delhi,Intense Penliner,1,210,9,8,32,Eyepen,Intense Penliner,Fair Tone&Medium Tone&Dusky Tone,Eyes,09-08-2020,North
09-08-2020,ORD-0004,DELIVERED,cust_code-22,New Delhi,Delhi,5 Toxic Free Nail Lacquer,1,60,9,8,32,DH-127-70,5 Toxic Free Nail Lacquer-White 70,Fair Tone&Medium Tone&Dusky Tone,Nails,09-08-2020,North
09-08-2020,ORD-0004,DELIVERED,cust_code-22,New Delhi,Delhi,Studio Nail Polish,1,80,9,8,32,DH-127 Studio-944,Studio Nail Polish-Green 944,Fair Tone&Medium Tone&Dusky Tone,Nails,09-08-2020,North
09-08-2020,ORD-0004,DELIVERED,cust_code-22,New Delhi,Delhi,Primer Matte Lipstick,1,80,9,8,32,L-24-A17,Primer Matte Lipstick-Magic Mauve,Fair Tone&Medium Tone&Dusky Tone,Lips,09-08-2020,North
09-08-2020,ORD-0005,DELIVERED,cust_code-23,Dombivili,Maharashtra,Stay All Day Eyeliner,1,145,9,8,32,EL-43,Stay All Day Eyeliner,Fair Tone&Medium Tone&Dusky Tone,Eyes,09-08-2020,West
09-08-2020,ORD-0005,DELIVERED,cust_code-23,Dombivili,Maharashtra,Mini Power Matte Lipcolour,1,75,9,8,32,LG-40-3,Mini Power Matte Lipcolour-Divine Wine,Fair Tone&Medium Tone&Dusky Tone,Lips,09-08-2020,West
09-08-2020,ORD-0005,DELIVERED,cust_code-23,Dombivili,Maharashtra,Primer Matte Lipstick,1,80,9,8,32,L-24-A28,Primer Matte Lipstick-Pink Mauve,Fair Tone&Medium Tone&Dusky Tone,Lips,09-08-2020,West
09-08-2020,ORD-0005,DELIVERED,cust_code-23,Dombivili,Maharashtra,Intense Penliner,1,210,9,8,32,Eyepen,Intense Penliner,Fair Tone&Medium Tone&Dusky Tone,Eyes,09-08-2020,West
09-08-2020,ORD-0006,DELIVERED,cust_code-24,Karim Nagar,Telangana,Power Matte Lipcolor,1,140,9,8,32,LG-39-V24,Power Matte Lipcolor-Deep Rust,Fair Tone&Medium Tone&Dusky Tone,Lips,09-08-2020,South
10-08-2020,ORD-0008,DELIVERED,cust_code-25,Jalandhar,Punjab,Quick Nail Wipes - 40,4,160,10,8,33,NWIPES-40-3,Quick Nail Wipes - 40 - Red Rose,Fair Tone&Medium Tone&Dusky Tone,Nails,16-08-2020,North
10-08-2020,ORD-0008,DELIVERED,cust_code-25,Jalandhar,Punjab,Quick Nail Wipes - 40,1,40,10,8,33,NWIPES-40-1,Quick Nail Wipes - 40 - Lavender,Fair Tone&Medium Tone&Dusky Tone,Nails,16-08-2020,North
10-08-2020,ORD-0010,DELIVERED,cust_code-30,Mumbai,Maharashtra,Blemish free concealor,4,400,10,8,33,CR-01-C5,Blemish free concealor - Natural,Fair Tone&Medium Tone,Face,16-08-2020,West
10-08-2020,ORD-0010,DELIVERED,cust_code-30,Mumbai,Maharashtra,Colour Rich Lipstick,3,360,10,8,33,L-23-12,Colour Rich Lipstick-Maple Map,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
10-08-2020,ORD-0013,DELIVERED,cust_code-38,Rourkela,Odisha,Always On Matte Lipstick,1,80,10,8,33,L-21-A16,Always On Matte Lipstick-Warm Nude,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,East
10-08-2020,ORD-0013,DELIVERED,cust_code-38,Rourkela,Odisha,Always On Matte Lipstick,1,80,10,8,33,L-21-A2,Always On Matte Lipstick-Nude Coffee,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,East
10-08-2020,ORD-0013,DELIVERED,cust_code-38,Rourkela,Odisha,Colour Rich Lipstick,1,120,10,8,33,L-23-23,Colour Rich Lipstick-Celebrity Soon,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,East
11-08-2020,ORD-0014,SHIPPED,cust_code-39,Thane,Maharashtra,Power Puff compact & concealer,1,190,11,8,33,C-39-A4,Power Puff compact & concealer - Rich Walnut,Medium Tone&Dusky Tone,Face,16-08-2020,West
11-08-2020,ORD-0014,SHIPPED,cust_code-39,Thane,Maharashtra,Prime It Up,1,240,11,8,33,Primer,Prime It Up,Fair Tone&Medium Tone&Dusky Tone,Face,16-08-2020,West
11-08-2020,ORD-0014,SHIPPED,cust_code-39,Thane,Maharashtra,Daily wear Concealor Foundation,1,230,11,8,33,FD-22-6,Daily wear Concealor Foundation-Warm Beige,Dusky Tone,Face,16-08-2020,West
11-08-2020,ORD-0014,SHIPPED,cust_code-39,Thane,Maharashtra,Studio Nail Polish,1,80,11,8,33,DH-127 Studio-966,Studio Nail Polish-Micro Brown 966,Fair Tone&Medium Tone&Dusky Tone,Nails,16-08-2020,West
11-08-2020,ORD-0014,SHIPPED,cust_code-39,Thane,Maharashtra,Voluminous Lash Mascara,1,210,11,8,33,MAS-07,Voluminous Lash Mascara,Fair Tone&Medium Tone&Dusky Tone,Eyes,16-08-2020,West
11-08-2020,ORD-0015,DELIVERED,cust_code-43,Meerut,Uttar Pradesh,Colour Rich Lipstick,1,120,11,8,33,L-23-02,Colour Rich Lipstick-Shocking Pink,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,North
11-08-2020,ORD-0015,DELIVERED,cust_code-43,Meerut,Uttar Pradesh,Colour Rich Lipstick,1,120,11,8,33,L-23-07,Colour Rich Lipstick-Pink Show,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,North
11-08-2020,ORD-0015,DELIVERED,cust_code-43,Meerut,Uttar Pradesh,Daily wear Concealor Foundation,1,230,11,8,33,FD-22-6,Daily wear Concealor Foundation-Warm Beige,Dusky Tone,Face,16-08-2020,North
11-08-2020,ORD-0015,DELIVERED,cust_code-43,Meerut,Uttar Pradesh,Colour Rich Lipstick,1,120,11,8,33,L-23-15,Colour Rich Lipstick-Terrocotta,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,North
11-08-2020,ORD-0015,DELIVERED,cust_code-43,Meerut,Uttar Pradesh,Colour Rich Lipstick,1,120,11,8,33,L-23-05,Colour Rich Lipstick-Rose Matter,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,North
11-08-2020,ORD-0016,DELIVERED,cust_code-39,Thane,Maharashtra,Power Puff compact & concealer,1,190,11,8,33,C-39-A5,Power Puff compact & concealer - Silk Warm,Medium Tone,Face,16-08-2020,West
11-08-2020,ORD-0016,DELIVERED,cust_code-39,Thane,Maharashtra,Studio Nail Polish,1,80,11,8,33,DH-127 Studio-970,Studio Nail Polish-Rose Gold 970,Fair Tone&Medium Tone&Dusky Tone,Nails,16-08-2020,West
11-08-2020,ORD-0016,DELIVERED,cust_code-39,Thane,Maharashtra,Mini Power Matte Lipcolour,1,75,11,8,33,LG-40-22,Mini Power Matte Lipcolour-Autum,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
11-08-2020,ORD-0016,DELIVERED,cust_code-39,Thane,Maharashtra,Prime It Up,1,240,11,8,33,Primer,Prime It Up,Fair Tone&Medium Tone&Dusky Tone,Face,16-08-2020,West
11-08-2020,ORD-0016,DELIVERED,cust_code-39,Thane,Maharashtra,Voluminous Lash Mascara,1,210,11,8,33,MAS-07,Voluminous Lash Mascara,Fair Tone&Medium Tone&Dusky Tone,Eyes,16-08-2020,West
11-08-2020,ORD-0016,DELIVERED,cust_code-39,Thane,Maharashtra,Stay All Day Eyeliner,1,145,11,8,33,EL-43,Stay All Day Eyeliner,Fair Tone&Medium Tone&Dusky Tone,Eyes,16-08-2020,West
11-08-2020,ORD-0018,DELIVERED,cust_code-18,Jabalpur,Madhya Pradesh,Mini Power Matte Lipcolour,1,75,11,8,33,LG-40-2,Mini Power Matte Lipcolour-Red Alert,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
11-08-2020,ORD-0018,DELIVERED,cust_code-18,Jabalpur,Madhya Pradesh,Power Matte Lipcolor,1,140,11,8,33,LG-39-V9,Power Matte Lipcolor-Dark Chocolate,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
11-08-2020,ORD-0018,DELIVERED,cust_code-18,Jabalpur,Madhya Pradesh,Mini Power Matte Lipcolour,1,75,11,8,33,LG-40-14,Mini Power Matte Lipcolour-Sugar Plum,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
11-08-2020,ORD-0018,DELIVERED,cust_code-18,Jabalpur,Madhya Pradesh,Mini Power Matte Lipcolour,1,75,11,8,33,LG-40-3,Mini Power Matte Lipcolour-Divine Wine,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
11-08-2020,ORD-0018,DELIVERED,cust_code-18,Jabalpur,Madhya Pradesh,Power Matte Lipcolor,1,140,11,8,33,LG-39-V22,Power Matte Lipcolor-Burgundy Blend,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
11-08-2020,ORD-0018,DELIVERED,cust_code-18,Jabalpur,Madhya Pradesh,Wing It Eyeliner,1,70,11,8,33,EL-233-3,Wing It Eyeliner-Turquoise,Fair Tone&Medium Tone&Dusky Tone,Eyes,16-08-2020,West
11-08-2020,ORD-0019,DELIVERED,cust_code-48,Hyderabad,Telangana,Always On Matte Lipstick,1,80,11,8,33,L-21-A22,Always On Matte Lipstick-Red Rust,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,South
12-08-2020,ORD-0020,DELIVERED,cust_code-34,Mumbai,Maharashtra,Mini Power Matte Lipcolour,1,75,12,8,33,LG-40-19,Mini Power Matte Lipcolour-Dive,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
12-08-2020,ORD-0020,DELIVERED,cust_code-34,Mumbai,Maharashtra,Mini Power Matte Lipcolour,1,75,12,8,33,LG-40-2,Mini Power Matte Lipcolour-Red Alert,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
12-08-2020,ORD-0020,DELIVERED,cust_code-34,Mumbai,Maharashtra,Mini Power Matte Lipcolour,1,75,12,8,33,LG-40-3,Mini Power Matte Lipcolour-Divine Wine,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
12-08-2020,ORD-0020,DELIVERED,cust_code-34,Mumbai,Maharashtra,Prime It Up,1,240,12,8,33,Primer,Prime It Up,Fair Tone&Medium Tone&Dusky Tone,Face,16-08-2020,West
12-08-2020,ORD-0020,DELIVERED,cust_code-34,Mumbai,Maharashtra,Wing It Eyeliner,1,70,12,8,33,EL-233-1,Wing It Eyeliner-Electric Blue,Fair Tone&Medium Tone&Dusky Tone,Eyes,16-08-2020,West
12-08-2020,ORD-0020,DELIVERED,cust_code-34,Mumbai,Maharashtra,Blemish free concealor,1,100,12,8,33,CR-01-C5,Blemish free concealor - Natural,Fair Tone&Medium Tone,Face,16-08-2020,West
12-08-2020,ORD-0021,DELIVERED,cust_code-63,Washim,Maharashtra,Mini Power Matte Lipcolour,1,75,12,8,33,LG-40-22,Mini Power Matte Lipcolour-Autum,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
12-08-2020,ORD-0021,DELIVERED,cust_code-63,Washim,Maharashtra,5 Toxic Free Nail Lacquer,1,60,12,8,33,DH-127-2,5 Toxic Free Nail Lacquer-Pink 2,Fair Tone&Medium Tone&Dusky Tone,Nails,16-08-2020,West
12-08-2020,ORD-0021,DELIVERED,cust_code-63,Washim,Maharashtra,Mini Power Matte Lipcolour,1,75,12,8,33,LG-40-19,Mini Power Matte Lipcolour-Dive,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
12-08-2020,ORD-0021,DELIVERED,cust_code-63,Washim,Maharashtra,Colour Rich Lipstick,1,120,12,8,33,L-23-07,Colour Rich Lipstick-Pink Show,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
12-08-2020,ORD-0021,DELIVERED,cust_code-63,Washim,Maharashtra,5 Toxic Free Nail Lacquer,1,60,12,8,33,DH-127-100,5 Toxic Free Nail Lacquer-Red 100,Fair Tone&Medium Tone&Dusky Tone,Nails,16-08-2020,West
12-08-2020,ORD-0021,DELIVERED,cust_code-63,Washim,Maharashtra,Stay Matte Foundation,1,210,12,8,33,Stay Matte FD-01,Stay Matte Foundation - Golden Amber,Fair Tone&Medium Tone,Face,16-08-2020,West
12-08-2020,ORD-0021,DELIVERED,cust_code-63,Washim,Maharashtra,Mini Power Matte Lipcolour,1,75,12,8,33,LG-40-3,Mini Power Matte Lipcolour-Divine Wine,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
12-08-2020,ORD-0022,DELIVERED,cust_code-65,Mumbai,Maharashtra,Always On Matte Lipstick,1,80,12,8,33,L-21-A7,Always On Matte Lipstick-Red Carpet,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
12-08-2020,ORD-0022,DELIVERED,cust_code-65,Mumbai,Maharashtra,Blemish free concealor,1,100,12,8,33,CR-01-C5,Blemish free concealor - Natural,Fair Tone&Medium Tone,Face,16-08-2020,West
12-08-2020,ORD-0022,DELIVERED,cust_code-65,Mumbai,Maharashtra,Always On Matte Lipstick,1,80,12,8,33,L-21-A22,Always On Matte Lipstick-Red Rust,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
12-08-2020,ORD-0022,DELIVERED,cust_code-65,Mumbai,Maharashtra,Second Skin Drop foundation,1,160,12,8,33,FD-28-03,Second Skin Drop foundation-Sun Beige,Fair Tone&Medium Tone,Face,16-08-2020,West
12-08-2020,ORD-0022,DELIVERED,cust_code-65,Mumbai,Maharashtra,Prime It Up,1,240,12,8,33,Primer,Prime It Up,Fair Tone&Medium Tone&Dusky Tone,Face,16-08-2020,West
12-08-2020,ORD-0024,DELIVERED,cust_code-66,Navi Mumbai,Maharashtra,Mini Power Matte Lipcolour,1,75,12,8,33,LG-40-3,Mini Power Matte Lipcolour-Divine Wine,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
12-08-2020,ORD-0024,DELIVERED,cust_code-66,Navi Mumbai,Maharashtra,Stay Matte Foundation,1,210,12,8,33,Stay Matte FD-06,Stay Matte Foundation - Soft Tan,Dusky Tone,Face,16-08-2020,West
12-08-2020,ORD-0024,DELIVERED,cust_code-66,Navi Mumbai,Maharashtra,Power Puff compact & concealer,1,190,12,8,33,C-39-A4,Power Puff compact & concealer - Rich Walnut,Medium Tone&Dusky Tone,Face,16-08-2020,West
12-08-2020,ORD-0024,DELIVERED,cust_code-66,Navi Mumbai,Maharashtra,Mini Power Matte Lipcolour,1,75,12,8,33,LG-40-19,Mini Power Matte Lipcolour-Dive,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
12-08-2020,ORD-0025,DELIVERED,cust_code-69,Dehradun,Uttarakhand,Colour Rich Lipstick,1,120,12,8,33,L-23-11,Colour Rich Lipstick-Choco Break,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,North
13-08-2020,ORD-0026,DELIVERED,cust_code-26,Nagpur,Maharashtra,Mini Power Matte Lipcolour,1,75,13,8,33,LG-40-22,Mini Power Matte Lipcolour-Autum,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
13-08-2020,ORD-0026,DELIVERED,cust_code-26,Nagpur,Maharashtra,Mini Power Matte Lipcolour,1,75,13,8,33,LG-40-6,Mini Power Matte Lipcolour-Angel Red,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
13-08-2020,ORD-0026,DELIVERED,cust_code-26,Nagpur,Maharashtra,Wing It Eyeliner,1,70,13,8,33,EL-233-9,Wing It Eyeliner-Bronze,Fair Tone&Medium Tone&Dusky Tone,Eyes,16-08-2020,West
13-08-2020,ORD-0027,DELIVERED,cust_code-76,Amritsar,Punjab,5 Toxic Free Nail Lacquer,1,60,13,8,33,DH-127-8,5 Toxic Free Nail Lacquer-Grey 8,Fair Tone&Medium Tone&Dusky Tone,Nails,16-08-2020,North
13-08-2020,ORD-0027,DELIVERED,cust_code-76,Amritsar,Punjab,Quick Nail Wipes - 40,1,40,13,8,33,NWIPES-40-1,Quick Nail Wipes - 40 - Lavender,Fair Tone&Medium Tone&Dusky Tone,Nails,16-08-2020,North
13-08-2020,ORD-0027,DELIVERED,cust_code-76,Amritsar,Punjab,5 Toxic Free Nail Lacquer,1,60,13,8,33,DH-127-70,5 Toxic Free Nail Lacquer-White 70,Fair Tone&Medium Tone&Dusky Tone,Nails,16-08-2020,North
13-08-2020,ORD-0028,DELIVERED,cust_code-77,Amritsar,Punjab,5 Toxic Free Nail Lacquer,1,60,13,8,33,DH-127-337,5 Toxic Free Nail Lacquer-Grey 337,Fair Tone&Medium Tone&Dusky Tone,Nails,16-08-2020,North
13-08-2020,ORD-0028,DELIVERED,cust_code-77,Amritsar,Punjab,Blemish free concealor,1,100,13,8,33,CR-01-C2,Blemish free concealor - Radiance,Fair Tone&Medium Tone,Face,16-08-2020,North
13-08-2020,ORD-0029,DELIVERED,cust_code-80,Nagpur,Maharashtra,Second Skin Drop foundation,1,160,13,8,33,FD-28-04,Second Skin Drop foundation-Warm Nude,Medium Tone,Face,16-08-2020,West
13-08-2020,ORD-0031,DELIVERED,cust_code-52,Mumbai,Maharashtra,Blemish free concealor,1,100,13,8,33,CR-01-C3,Blemish free concealor - Yellow Archie,Fair Tone&Medium Tone,Face,16-08-2020,West
13-08-2020,ORD-0031,DELIVERED,cust_code-52,Mumbai,Maharashtra,Prime It Up,1,240,13,8,33,Primer,Prime It Up,Fair Tone&Medium Tone&Dusky Tone,Face,16-08-2020,West
13-08-2020,ORD-0031,DELIVERED,cust_code-52,Mumbai,Maharashtra,Stay Matte Foundation,1,210,13,8,33,Stay Matte FD-06,Stay Matte Foundation - Soft Tan,Dusky Tone,Face,16-08-2020,West
13-08-2020,ORD-0031,DELIVERED,cust_code-52,Mumbai,Maharashtra,Daily wear Concealor Foundation,1,230,13,8,33,FD-22-6,Daily wear Concealor Foundation-Warm Beige,Dusky Tone,Face,16-08-2020,West
13-08-2020,ORD-0031,DELIVERED,cust_code-52,Mumbai,Maharashtra,Liquid Illuminator,1,300,13,8,33,Illuminator-4,Liquid Illuminator-Copper Shine,Fair Tone&Medium Tone&Dusky Tone,Face,16-08-2020,West
13-08-2020,ORD-0031,DELIVERED,cust_code-52,Mumbai,Maharashtra,Second Skin Drop foundation,1,160,13,8,33,FD-28-04,Second Skin Drop foundation-Warm Nude,Medium Tone,Face,16-08-2020,West
13-08-2020,ORD-0031,DELIVERED,cust_code-52,Mumbai,Maharashtra,Power Puff compact & concealer,1,190,13,8,33,C-39-A4,Power Puff compact & concealer - Rich Walnut,Medium Tone&Dusky Tone,Face,16-08-2020,West
13-08-2020,ORD-0032,DELIVERED,cust_code-85,Washim,Maharashtra,Prime It Up,1,240,13,8,33,Primer,Prime It Up,Fair Tone&Medium Tone&Dusky Tone,Face,16-08-2020,West
13-08-2020,ORD-0032,DELIVERED,cust_code-85,Washim,Maharashtra,Mini Power Matte Lipcolour,1,75,13,8,33,LG-40-19,Mini Power Matte Lipcolour-Dive,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
13-08-2020,ORD-0032,DELIVERED,cust_code-85,Washim,Maharashtra,Studio Nail Polish,1,80,13,8,33,DH-127 Studio-970,Studio Nail Polish-Rose Gold 970,Fair Tone&Medium Tone&Dusky Tone,Nails,16-08-2020,West
13-08-2020,ORD-0032,DELIVERED,cust_code-85,Washim,Maharashtra,Stay All Day Eyeliner,1,145,13,8,33,EL-43,Stay All Day Eyeliner,Fair Tone&Medium Tone&Dusky Tone,Eyes,16-08-2020,West
13-08-2020,ORD-0032,DELIVERED,cust_code-85,Washim,Maharashtra,Colour Rich Lipstick,1,120,13,8,33,L-23-18,Colour Rich Lipstick-Lively Pink,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
13-08-2020,ORD-0033,DELIVERED,cust_code-72,Nasik,Maharashtra,Colour Rich Lipstick,1,120,13,8,33,L-23-18,Colour Rich Lipstick-Lively Pink,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
13-08-2020,ORD-0033,DELIVERED,cust_code-72,Nasik,Maharashtra,Mini Power Matte Lipcolour,1,75,13,8,33,LG-40-2,Mini Power Matte Lipcolour-Red Alert,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
13-08-2020,ORD-0034,DELIVERED,cust_code-87,Bhopal,Madhya Pradesh,Wing It Eyeliner,1,70,13,8,33,EL-233-1,Wing It Eyeliner-Electric Blue,Fair Tone&Medium Tone&Dusky Tone,Eyes,16-08-2020,West
13-08-2020,ORD-0034,DELIVERED,cust_code-87,Bhopal,Madhya Pradesh,5 Toxic Free Nail Lacquer,1,60,13,8,33,DH-127-70,5 Toxic Free Nail Lacquer-White 70,Fair Tone&Medium Tone&Dusky Tone,Nails,16-08-2020,West
13-08-2020,ORD-0034,DELIVERED,cust_code-87,Bhopal,Madhya Pradesh,5 Toxic Free Nail Lacquer,1,60,13,8,33,DH-127-4,5 Toxic Free Nail Lacquer-Green 4,Fair Tone&Medium Tone&Dusky Tone,Nails,16-08-2020,West
13-08-2020,ORD-0034,DELIVERED,cust_code-87,Bhopal,Madhya Pradesh,Wing It Eyeliner,1,70,13,8,33,EL-233-9,Wing It Eyeliner-Bronze,Fair Tone&Medium Tone&Dusky Tone,Eyes,16-08-2020,West
13-08-2020,ORD-0034,DELIVERED,cust_code-87,Bhopal,Madhya Pradesh,Mini Power Matte Lipcolour,1,75,13,8,33,LG-40-22,Mini Power Matte Lipcolour-Autum,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,West
13-08-2020,ORD-0034,DELIVERED,cust_code-87,Bhopal,Madhya Pradesh,Wing It Eyeliner,1,70,13,8,33,EL-233-10,Wing It Eyeliner-Smokey,Fair Tone&Medium Tone&Dusky Tone,Eyes,16-08-2020,West
13-08-2020,ORD-0034,DELIVERED,cust_code-87,Bhopal,Madhya Pradesh,Stay All Day Eyeliner,1,145,13,8,33,EL-43,Stay All Day Eyeliner,Fair Tone&Medium Tone&Dusky Tone,Eyes,16-08-2020,West
13-08-2020,ORD-0034,DELIVERED,cust_code-87,Bhopal,Madhya Pradesh,5 Toxic Free Nail Lacquer,1,60,13,8,33,DH-127-129,5 Toxic Free Nail Lacquer-Gold 129,Fair Tone&Medium Tone&Dusky Tone,Nails,16-08-2020,West
14-08-2020,ORD-0035,DELIVERED,cust_code-91,Thane,Maharashtra,Studio Nail Polish,1,80,14,8,33,DH-127 Studio-970,Studio Nail Polish-Rose Gold 970,Fair Tone&Medium Tone&Dusky Tone,Nails,16-08-2020,West
14-08-2020,ORD-0035,DELIVERED,cust_code-91,Thane,Maharashtra,DIP & Go,1,70,14,8,33,DIP-GO-3,DIP & Go-Strawberry,Fair Tone&Medium Tone&Dusky Tone,Nails,16-08-2020,West
14-08-2020,ORD-0035,DELIVERED,cust_code-91,Thane,Maharashtra,Stay All Day Eyeliner,1,145,14,8,33,EL-43,Stay All Day Eyeliner,Fair Tone&Medium Tone&Dusky Tone,Eyes,16-08-2020,West
14-08-2020,ORD-0035,DELIVERED,cust_code-91,Thane,Maharashtra,Quick Nail Wipes - 40,1,40,14,8,33,NWIPES-40-1,Quick Nail Wipes - 40 - Lavender,Fair Tone&Medium Tone&Dusky Tone,Nails,16-08-2020,West
14-08-2020,ORD-0035,DELIVERED,cust_code-91,Thane,Maharashtra,Wing It Eyeliner,1,70,14,8,33,EL-233-3,Wing It Eyeliner-Turquoise,Fair Tone&Medium Tone&Dusky Tone,Eyes,16-08-2020,West
14-08-2020,ORD-0035,DELIVERED,cust_code-91,Thane,Maharashtra,5 Toxic Free Nail Lacquer,1,60,14,8,33,DH-127-2,5 Toxic Free Nail Lacquer-Pink 2,Fair Tone&Medium Tone&Dusky Tone,Nails,16-08-2020,West
14-08-2020,ORD-0036,DELIVERED,cust_code-59,Krishnagiri,Tamil Nadu,Mini Power Matte Lipcolour,1,75,14,8,33,LG-40-22,Mini Power Matte Lipcolour-Autum,Fair Tone&Medium Tone&Dusky Tone,Lips,16-08-2020,South
